img_id;location;lat;lon;alt;loc_precision;_index;_parent_index;type_ad;public_transport;marketing_str;marketing_str_desc;prem_offer;prem_offer_desc;nr_food;Naam voedingsmiddel;brand;who_cat;UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;comments
1665839078015.jpg;51.2136951 4.3980774 68.3 4.74;512.136.951;43.980.774;68.3;4.74;2442;120;6;N;;;;;3;Friet;Frituur nationale 116;16;4;4;E;
1665839078015.jpg;51.2136951 4.3980774 68.3 4.74;512.136.951;43.980.774;68.3;4.74;2442;120;6;N;;;;;4;Coca-cola;Frituur nationale 116;4d;4;1;E;
1665839078015.jpg;51.2136951 4.3980774 68.3 4.74;512.136.951;43.980.774;68.3;4.74;2442;120;6;N;;;;;5;Ben & jerryï¿;Frituur nationale 116;5;4;13;E;
1665839166244.jpg;51.2140831 4.3980568 64.0 3.3;512.140.831;43.980.568;64;3.3;2444;120;6;N;;;8;Afhaalactie;;Pizza;The pizza king;9;4;13;E;
1665839202159.jpg;51.2142239 4.3983794 65.8 4.65;512.142.239;43.983.794;65.8;4.65;2445;120;6;N;;;;;1;Koffie;Charif bakkerij;4e;1;1;F;
1665839202159.jpg;51.2142239 4.3983794 65.8 4.65;512.142.239;43.983.794;65.8;4.65;2445;120;6;N;;;;;2;Koek;Charif bakkerij;2;4;13;E;
1665839202159.jpg;51.2142239 4.3983794 65.8 4.65;512.142.239;43.983.794;65.8;4.65;2445;120;6;N;;;;;3;Smoothie;Charif bakkerij;4a;1;3;C;
1665839202159.jpg;51.2142239 4.3983794 65.8 4.65;512.142.239;43.983.794;65.8;4.65;2445;120;6;N;;;;;4;Harira soep;Charif bakkerij;16;1;2;A;
1665839202159.jpg;51.2142239 4.3983794 65.8 4.65;512.142.239;43.983.794;65.8;4.65;2445;120;6;N;;;;;5;Panini ;Charif bakkerij;9;4;ND;;
1665839237467.jpg;51.2140568 4.3981166 73.6 3.566;512.140.568;43.981.166;73.6;3.566;2446;120;6;N;;;;;;Koffie;Little havana;4e;1;1;F;
1665839260969.jpg;51.2141092 4.3981954 73.0 3.7;512.141.092;43.981.954;73;3.7;2447;120;6;N;;;;;;Menu;Maki maki;ND;;ND;;
1665839343745.jpg;51.2147164 4.3983231 66.4 3.94;512.147.164;43.983.231;66.4;3.94;2448;120;5;N;;;;;1;;Meltino;NA;;NA;;
1665839343745.jpg;51.2147164 4.3983231 66.4 3.94;512.147.164;43.983.231;66.4;3.94;2448;120;9;N;;;;;2;;Stella artois;A;5;A;;
1665839367255.jpg;51.2146955 4.3984358 66.4 4.2;512.146.955;43.984.358;66.4;4.2;2449;120;6;N;;;;;1;Strawberry shake;CTR chicken;4b;4;10;E;
1665839367255.jpg;51.2146955 4.3984358 66.4 4.2;512.146.955;43.984.358;66.4;4.2;2449;120;6;N;;;;;2;Mango shake;CTR chicken;4b;4;10;E;
1665839367255.jpg;51.2146955 4.3984358 66.4 4.2;512.146.955;43.984.358;66.4;4.2;2449;120;6;N;;;;;3;Mix shake;CTR chicken;4b;4;10;E;
1665839413915.jpg;51.2147377 4.3983356 70.69999999999999 3.46;512.147.377;43.983.356;7.069.999.999.999.990;3.46;2450;120;6;N;;;;;;Menu;CTR chicken;ND;;ND;;
1665839453982.jpg;51.2148569 4.3984593 70.4 3.233;512.148.569;43.984.593;70.4;3.233;2451;120;6;N;;;;;1;Thee;Wafelhuis Van Hecke;4e;1;1;F;
1665839453982.jpg;51.2148569 4.3984593 70.4 3.233;512.148.569;43.984.593;70.4;3.233;2451;120;6;N;;;;;2;Wafel;Wafelhuis Van Hecke;2;4;13;E;
1665839453982.jpg;51.2148569 4.3984593 70.4 3.233;512.148.569;43.984.593;70.4;3.233;2451;120;6;N;;;;;3;Pannenkoek;Wafelhuis Van Hecke;2;4;13;E;
1665839453982.jpg;51.2148569 4.3984593 70.4 3.233;512.148.569;43.984.593;70.4;3.233;2451;120;6;N;;;;;4;Ijs;Wafelhuis Van Hecke;5;4;13;E;
1665839498427.jpg;51.2151748 4.3987219 67.5 2.833;512.151.748;43.987.219;67.5;2.833;2452;120;6;N;;;;;;;Hawaiian poke bowl;9;4;ND;;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;1;Spaghetti;;9;4;ND;;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;2;Tagiatelle;;9;4;ND;;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;3;Penne;;9;4;ND;;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;4;Desserts;;1;4;13;E;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;5;Panini ;;9;4;ND;;
1665839538778.jpg;51.2152417 4.3986895 58.4 3.4;512.152.417;43.986.895;58.4;3.4;2453;120;6;N;;;;;6;Toast;;9;4;ND;;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;1;Ontbijtkoeken;Panos;2;4;13;E;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;2;Yoghurt met granola;Panos;6;4;4;C;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;3;Yoghurt met granola;Panos;7;1;10;B;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;4;Koffie;Panos;4e;1;1;F;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;5;belegd broodje;Panos;9;4;ND;;
1665839556864.jpg;51.2150797 4.3988504 61.699999999999996 2.82;512.150.797;43.988.504;61.699.999.999.999.900;2.82;2454;120;6;N;;;3;3 voor 5 euro;6;Sinaasappelsap;Panos;4a;1;3;C;
1665839574069.jpg;51.2151211 4.398777 64.69999999999999 2.65;512.151.211;4.398.777;6.469.999.999.999.990;2.65;2455;120;6;N;;;;;1;Panini omelet;Panos;9;4;ND;;
1665839574069.jpg;51.2151211 4.398777 64.69999999999999 2.65;512.151.211;4.398.777;6.469.999.999.999.990;2.65;2455;120;6;N;;;;;2;Zero;Coca-cola;4d;4;1;C;
1665839615480.jpg;51.2152152 4.398754 64.8 2.92;512.152.152;4.398.754;64.8;2.92;2456;120;6;N;;;;;;Menu;La trattoria Italiana;ND;;ND;;
1665839714768.jpg;51.216099 4.3992969 65.5 3.48;51.216.099;43.992.969;65.5;3.48;2457;120;5;N;1;Tekeningen voeding;;;;;Proxy delhaize;NA;;NA;;
1665839757056.jpg;51.2163489 4.3992156 74.8 3.083;512.163.489;43.992.156;74.8;3.083;2458;120;6;N;;;;;;Menu;Naz doner kebab;ND;;ND;;
1665839827818.jpg;51.2162853 4.3992737 66.9 3.883;512.162.853;43.992.737;66.9;3.883;2459;120;6;N;;;;;1;Falafel;Naz doner kebab;14;4;6;E;
1665839827818.jpg;51.2162853 4.3992737 66.9 3.883;512.162.853;43.992.737;66.9;3.883;2459;120;6;N;;;;;2;Durum;Naz doner kebab;14;4;12;D;
1665839827818.jpg;51.2162853 4.3992737 66.9 3.883;512.162.853;43.992.737;66.9;3.883;2459;120;6;N;;;;;3;Broodje;Naz doner kebab;9;4;ND;;
1665839827818.jpg;51.2162853 4.3992737 66.9 3.883;512.162.853;43.992.737;66.9;3.883;2459;120;6;N;;;;;4;Friet;Naz doner kebab;16;4;4;E;
1665839827818.jpg;51.2162853 4.3992737 66.9 3.883;512.162.853;43.992.737;66.9;3.883;2459;120;6;N;;;;;5;Turkse pizza;Naz doner kebab;9;4;13;E;
1665839845632.jpg;51.2162642 4.3993595 61.4 2.86;512.162.642;43.993.595;61.4;2.86;2460;120;6;N;;;;;;Menu;Mister wok;ND;;ND;;
1665839914779.jpg;51.2164661 4.3995758 63.0 4.7;512.164.661;43.995.758;63;4.7;2461;120;6;N;;;;;;Menu;De sleutel;ND;;ND;;
1666256016494.jpg;51.2183561 4.4183083 80.69999999999999 3.2;512.183.561;44.183.083;8.069.999.999.999.990;3.2;2462;121;4;N;;;;;1;Cornetto;Ola;5;4;13;E;
1666256016494.jpg;51.2183561 4.4183083 80.69999999999999 3.2;512.183.561;44.183.083;8.069.999.999.999.990;3.2;2462;121;4;N;;;;;2;Ijs;ART;5;4;13;E;
1666256016494.jpg;51.2183561 4.4183083 80.69999999999999 3.2;512.183.561;44.183.083;8.069.999.999.999.990;3.2;2462;121;4;N;;;;;3;Brownie;ART;2;4;13;E;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;6;N;;;;;1;Chicken;Palmira restaurant;14;4;12;C;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;6;N;;;;;2;Burger;Palmira restaurant;14;4;12;D;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;6;N;;;;;3;Broasted;Palmira restaurant;14;4;12;C;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;6;N;;;;;4;Shoarma;Palmira restaurant;14;4;12;D;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;6;N;;;;;5;Falafel;Palmira restaurant;14;4;6;E;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;9;N;;;;;6;Cocktail;Palmira restaurant;A;5;A;;
1666256064943.jpg;51.2183469 4.4183054 79.69999999999999 4.85;512.183.469;44.183.054;7.969.999.999.999.990;4.85;2463;121;7;N;;;;;7;;Deliveroo;NA;;NA;;
1666256116464.jpg;51.2183992 4.4179748 72.6 4.683;512.183.992;44.179.748;72.6;4.683;2464;121;7;N;;;;;;Sushi;;NA;;NA;;
1666256183577.jpg;51.2187143 4.4180648 94.6 3.9;512.187.143;44.180.648;94.6;3.9;2465;121;6;N;;;;;;Koffie;Rombouts;4e;1;1;F;
1666256270257.jpg;51.2186795 4.4181948 82.5 3.933;512.186.795;44.181.948;82.5;3.933;2466;121;9;N;;;;;1;;Stella artois;A;5;A;;
1666256270257.jpg;51.2186795 4.4181948 82.5 3.933;512.186.795;44.181.948;82.5;3.933;2466;121;7;N;;;;;2;;Rombouts;NA;;NA;;
1666256306616.jpg;51.2188822 4.4180863 88.4 4.35;512.188.822;44.180.863;88.4;4.35;2467;121;4;N;;;;;1;Croissants;;2;4;13;E;
1666256306616.jpg;51.2188822 4.4180863 88.4 4.35;512.188.822;44.180.863;88.4;4.35;2467;121;4;N;;;;;2;Wit brood;;11;3;4;C;
1666256306616.jpg;51.2188822 4.4180863 88.4 4.35;512.188.822;44.180.863;88.4;4.35;2467;121;4;N;;;;;3;Bruin brood;;11;3;4;A;
1666256329149.jpg;51.218877 4.4183368 88.3 4.55;51.218.877;44.183.368;88.3;4.55;2468;121;4;N;;;;;1;Appel, bessen;;15;1;3;A;
1666256329149.jpg;51.218877 4.4183368 88.3 4.55;51.218.877;44.183.368;88.3;4.55;2468;121;4;N;;;;;2;Charcuterie;;14;4;12;E;
1666256363250.jpg;51.2190168 4.418248 72.3 3.7;512.190.168;4.418.248;72.3;3.7;2469;121;6;N;;;;;1;Pita, kebab;Shiraz;14;4;12;D;
1666256363250.jpg;51.2190168 4.418248 72.3 3.7;512.190.168;4.418.248;72.3;3.7;2469;121;6;N;;;;;2;Grill vlees;Shiraz;14;4;12;D;
1666256386138.jpg;51.2190708 4.4182402 71.6 3.9;512.190.708;44.182.402;71.6;3.9;2470;121;7;N;;;;;1;;Takeaway.com;NA;;NA;;
1666256386138.jpg;51.2190708 4.4182402 71.6 3.9;512.190.708;44.182.402;71.6;3.9;2470;121;6;N;;;;;2;Red-bull;;4c;4;1;E;
1666256386138.jpg;51.2190708 4.4182402 71.6 3.9;512.190.708;44.182.402;71.6;3.9;2470;121;6;N;;;;;3;Orientaalse voeding;;ND;;ND;;
1666256386138.jpg;51.2190708 4.4182402 71.6 3.9;512.190.708;44.182.402;71.6;3.9;2470;121;6;N;;;;;4;Grill vlees;;14;4;12;D;
1666256386138.jpg;51.2190708 4.4182402 71.6 3.9;512.190.708;44.182.402;71.6;3.9;2470;121;6;N;;;;;5;Grill vis;;14;4;11;B;
1666256424285.jpg;51.2191488 4.418706 63.4 4.6;512.191.488;4.418.706;63.4;4.6;2471;121;6;N;;;;;1;Ijs, tiramisu;;1;4;13;E;
1666256424285.jpg;51.2191488 4.418706 63.4 4.6;512.191.488;4.418.706;63.4;4.6;2471;121;9;N;;;;;2;Cocktail;;A;5;A;;
1666256424285.jpg;51.2191488 4.418706 63.4 4.6;512.191.488;4.418.706;63.4;4.6;2471;121;6;N;;;;;3;Koffie;;4e;1;1;F;
1666256424285.jpg;51.2191488 4.418706 63.4 4.6;512.191.488;4.418.706;63.4;4.6;2471;121;6;N;;;;;4;Grill vlees;;14;4;12;D;
1666256424285.jpg;51.2191488 4.418706 63.4 4.6;512.191.488;4.418.706;63.4;4.6;2471;121;6;N;;;;;5;Burger;;14;4;12;D;
1666256606006.jpg;51.2189547 4.4181412 53.8 3.866;512.189.547;44.181.412;53.8;3.866;2472;121;4;N;;;;;1;Prei, paprika, tomaat, broccoli;;15;1;2;A;
1666256606006.jpg;51.2189547 4.4181412 53.8 3.866;512.189.547;44.181.412;53.8;3.866;2472;121;4;N;;;;;2;Banaan;;15;1;3;A;
1666256606006.jpg;51.2189547 4.4181412 53.8 3.866;512.189.547;44.181.412;53.8;3.866;2472;121;4;N;;;;;3;Aardappelen;;15;1;4;A;
1666256624794.jpg;51.2189744 4.418032 55.699999999999996 4.4;512.189.744;4.418.032;55.699.999.999.999.900;4.4;2473;121;4;N;;;;;1;Groenten ;Polskie delikatesy;15;1;2;A;
1666256624794.jpg;51.2189744 4.418032 55.699999999999996 4.4;512.189.744;4.418.032;55.699.999.999.999.900;4.4;2473;121;4;N;;;;;2;charcuterie;Polskie delikatesy;14;4;12;E;
1666260113637.jpg;51.2240283 4.4031983 75.8 3.9;512.240.283;44.031.983;75.8;3.9;2474;122;9;N;;;;;;;Ampersand;A;5;A;;
1666260954426.jpg;51.2251896 4.4052879 50.9 3.983;512.251.896;44.052.879;50.9;3.983;2475;122;9;N;;;;;1;;Seef;A;5;A;;
1666260954426.jpg;51.2251896 4.4052879 50.9 3.983;512.251.896;44.052.879;50.9;3.983;2475;122;6;N;;;;;2;;Coca-cola;4d;4;1;E;
1666260954426.jpg;51.2251896 4.4052879 50.9 3.983;512.251.896;44.052.879;50.9;3.983;2475;122;6;N;;;;;3;Koffie;;4e;1;1;F;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;9;N;;;;;1;;Seef;A;5;A;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;2;Boterhammen;;ND;;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;3;Croques;;9;4;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;4;Wraps;;9;4;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;5;Bruscetta;;ND;;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;6;Salades;;15;1;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;7;Soepen;;ND;;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;8;Quiche;;ND;;ND;;
1666260975524.jpg;51.225122 4.4053365 52.0 3.916;51.225.122;44.053.365;52;3.916;2476;122;6;N;;;;;9;Zoetigheden;;2;4;13;E;
1666261198193.jpg;51.2245687 4.4050787 60.3 3.9;512.245.687;44.050.787;60.3;3.9;2477;122;4;N;;;;;1;Brood;Framboise;11;3;4;A;
1666261198193.jpg;51.2245687 4.4050787 60.3 3.9;512.245.687;44.050.787;60.3;3.9;2477;122;4;N;;;;;2;Patisserie;Framboise;2;4;13;E;
1666261328169.jpg;51.2240368 4.4064766 69.9 5.0;512.240.368;44.064.766;69.9;5;2478;122;9;N;;;;;1;;Duvel;A;5;A;;
1666261328169.jpg;51.2240368 4.4064766 69.9 5.0;512.240.368;44.064.766;69.9;5;2478;122;9;N;;;;;2;;Guinness;A;5;A;;
1666261353852.jpg;51.2241625 4.4066615 74.8 4.633;512.241.625;44.066.615;74.8;4.633;2479;122;9;N;;;;;1;;Stella artois;A;5;A;;
1666261353852.jpg;51.2241625 4.4066615 74.8 4.633;512.241.625;44.066.615;74.8;4.633;2479;122;9;N;;;;;2;;Guinness;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;1;;La chouffe;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;2;;Minerva;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;3;;Boscoli;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;4;;Lucie;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;5;;Vedett;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;6;;Martha;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;7;;Deugniet;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;9;N;;;;;8;;Nonkel pater;A;5;A;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;9;Croques;;9;4;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;10;Spaghetti bolognese;;9;4;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;11;Spareribs;;14;4;12;D;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;12;Ploughmans lunch;;ND;;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;13;Chili con carne;;ND;;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;14;Toast champignons;;9;4;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;15;Kip loch dhu;;14;4;12;D;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;16;Kip engeland;;14;4;12;D;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;17;Kip balmoral;;14;4;12;D;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;18;Cheddar & pickle sandwich;;9;4;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;19;Kip piri piri wrap;;9;4;ND;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;20;Sla met tonijn;;NA;;NA;;
1666261379128.jpg;51.2241053 4.4068073 68.6 3.9;512.241.053;44.068.073;68.6;3.9;2480;122;6;N;;;;;21;Sla met kip;;NA;;NA;;
1666261402071.jpg;51.2238821 4.4069432 61.199999999999996 4.566;512.238.821;44.069.432;61.199.999.999.999.900;4.566;2481;122;9;N;;;;;;;Carolus;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;1;;Gordon;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;6;N;;;;;2;Alcoholvrije drank;;4d;4;1;E;Alcoholvrij
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;3;;La chouffe;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;4;;Leffe;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;5;;Cornet;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;6;;Sunny moon;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;7;;Carlsberg;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;8;;Stella;A;5;A;;
1666261418724.jpg;51.2239789 4.4069216 56.599999999999994 3.9;512.239.789;44.069.216;56.599.999.999.999.900;3.9;2482;122;9;N;;;;;9;;Duvel;A;5;A;;
1666261441427.jpg;51.2240819 4.4070287 59.599999999999994 3.85;512.240.819;44.070.287;59.599.999.999.999.900;3.85;2483;122;7;N;;;;;1;;Wagetol;NA;;NA;;
1666261441427.jpg;51.2240819 4.4070287 59.599999999999994 3.85;512.240.819;44.070.287;59.599.999.999.999.900;3.85;2483;122;9;N;;;;;2;;Duvel;A;5;A;;
1666261441427.jpg;51.2240819 4.4070287 59.599999999999994 3.85;512.240.819;44.070.287;59.599.999.999.999.900;3.85;2483;122;9;N;;;;;3;;Omer;A;5;A;;
1666261456851.jpg;51.2238681 4.4069772 56.3 3.95;512.238.681;44.069.772;56.3;3.95;2484;122;7;N;;;;;1;;Klimax;NA;;NA;;
1666261456851.jpg;51.2238681 4.4069772 56.3 3.95;512.238.681;44.069.772;56.3;3.95;2484;122;9;N;;;;;2;;Maes;A;5;A;;
1666261456851.jpg;51.2238681 4.4069772 56.3 3.95;512.238.681;44.069.772;56.3;3.95;2484;122;9;N;;;;;3;;Carlsberg;A;5;A;;
1666261490720.jpg;51.2239086 4.4071497 70.4 3.9;512.239.086;44.071.497;70.4;3.9;2485;122;7;N;;;;;1;;Barbier;NA;;NA;;
1666261490720.jpg;51.2239086 4.4071497 70.4 3.9;512.239.086;44.071.497;70.4;3.9;2485;122;9;N;;;;;2;;Palm;A;5;A;;
1666261490720.jpg;51.2239086 4.4071497 70.4 3.9;512.239.086;44.071.497;70.4;3.9;2485;122;9;N;;;;;3;;Cornet;A;5;A;;
1666261619400.jpg;51.2238702 4.4075507 73.6 3.9;512.238.702;44.075.507;73.6;3.9;2486;122;7;N;;;;;1;;La dolce vida;NA;;NA;;
1666261619400.jpg;51.2238702 4.4075507 73.6 3.9;512.238.702;44.075.507;73.6;3.9;2486;122;9;N;;;;;2;;Estaminet;A;5;A;;
1666261619400.jpg;51.2238702 4.4075507 73.6 3.9;512.238.702;44.075.507;73.6;3.9;2486;122;9;N;;;;;3;;Cornet;A;5;A;;
1666261657024.jpg;51.2238348 4.4072548 58.599999999999994 3.9;512.238.348;44.072.548;58.599.999.999.999.900;3.9;2487;122;9;N;;;;;;Tripel dï¿½ï¿½ï;De koninck;A;5;A;;
1666261679056.jpg;51.2239138 4.4070938 57.8 3.9;512.239.138;44.070.938;57.8;3.9;2488;122;9;N;;;;;;;Omer;A;5;A;;
1666261704333.jpg;51.224025 4.4071971 53.099999999999994 3.816;51.224.025;44.071.971;53.099.999.999.999.900;3.816;2489;122;9;N;;;;;1;;Stella artois;A;5;A;;
1666261704333.jpg;51.224025 4.4071971 53.099999999999994 3.816;51.224.025;44.071.971;53.099.999.999.999.900;3.816;2489;122;9;N;;;;;2;;Jupiler;A;5;A;;
1666261704333.jpg;51.224025 4.4071971 53.099999999999994 3.816;51.224.025;44.071.971;53.099.999.999.999.900;3.816;2489;122;6;N;;;;;3;;Cafe koln;NA;;NA;;
1666262159296.jpg;51.2224248 4.4086017 56.5 4.683;512.224.248;44.086.017;56.5;4.683;2490;122;1;N;1;Ben & jerry koe;;;;;Ben & jerryï¿;5;4;13;E;
1666262181445.jpg;51.2224198 4.4085625 57.199999999999996 4.575;512.224.198;44.085.625;57.199.999.999.999.900;4.575;2491;122;1;N;1;Ben & jerry koe;;;;ýwich;Ben & jerryï¿;5;4;13;E;
1666262199382.jpg;51.2224399 4.408667 65.6 4.116;512.224.399;4.408.667;65.6;4.116;2492;122;1;N;;;;;;Chocolate & hazelnut praline;Magnum;5;4;13;E;
1666262227902.jpg;51.2224253 4.4087832 57.599999999999994 4.766;512.224.253;44.087.832;57.599.999.999.999.900;4.766;2493;122;4;N;;;;;1;Melba toast;Boni;11;3;4;C;
1666262227902.jpg;51.2224253 4.4087832 57.599999999999994 4.766;512.224.253;44.087.832;57.599.999.999.999.900;4.766;2493;122;4;N;;;;;2;;Monster;4c;4;1;E;
1666262227902.jpg;51.2224253 4.4087832 57.599999999999994 4.766;512.224.253;44.087.832;57.599.999.999.999.900;4.766;2493;122;4;N;;;;;3;Corn flakes;Kelloggï¿½;6;4;4;C;
1666262581319.jpg;51.2220213 4.4111345 67.3 3.65;512.220.213;44.111.345;67.3;3.65;2494;122;6;N;;;;;;Griekse salade;;ND;;ND;;
1666262606262.jpg;51.22204 4.4112775 55.9 3.9;5.122.204;44.112.775;55.9;3.9;2495;122;6;N;;;;;;Belegd broodje;;9;4;ND;;
1666262626210.jpg;51.2220952 4.4112588 55.9 3.9;512.220.952;44.112.588;55.9;3.9;2496;122;6;N;;;;;1;Belegd broodje;Smoskot;9;4;ND;;
1666262626210.jpg;51.2220952 4.4112588 55.9 3.9;512.220.952;44.112.588;55.9;3.9;2496;122;6;N;;;;;2;Vegan broodje;Smoskot;9;4;ND;;Vegetarisch
